provincia_nombre,provincia_id,provincia_poblacion,circunscripcion_judicial_nombre,unidad_judicial_nombre,institucion_nombre,variable_nombre,variable_anio,variable_mes,variable_delito,variable_cantidad
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2014,5,Todos,35
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2014,6,Todos,30
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2014,7,Todos,26
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2014,8,Todos,42
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2014,9,Todos,35
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2014,10,Todos,47
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2014,11,Todos,49
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2014,12,Todos,30
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2014,2,Todos,2
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2014,3,Todos,2
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2014,4,Todos,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2014,5,Todos,3
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2014,6,Todos,3
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2014,7,Todos,4
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2014,8,Todos,3
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2014,9,Todos,2
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2014,10,Todos,3
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2014,11,Todos,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2014,12,Todos,5
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2014,2,Todos,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2014,3,Todos,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2014,5,Todos,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2014,6,Todos,2
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2014,8,Todos,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2014,9,Todos,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2014,11,Todos,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2014,12,Todos,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2014,4,Todos,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2014,6,Todos,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2014,7,Todos,2
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2014,9,Todos,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2014,11,Todos,2
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2014,12,Todos,2
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2014,2,Todos,6
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2014,3,Todos,4
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2014,4,Todos,7
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2014,5,Todos,8
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2014,6,Todos,11
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2014,7,Todos,6
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2014,8,Todos,14
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2014,9,Todos,16
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2014,10,Todos,16
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2014,11,Todos,18
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2014,12,Todos,32
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2014,1,Todos,770
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2014,2,Todos,583
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2014,3,Todos,560
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2014,4,Todos,655
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2014,5,Todos,681
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2014,6,Todos,582
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2014,7,Todos,595
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2014,8,Todos,667
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2014,9,Todos,588
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2014,10,Todos,645
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2014,11,Todos,496
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2014,12,Todos,570
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2014,1,Todos,386
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2014,2,Todos,268
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2014,3,Todos,269
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2014,4,Todos,277
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2014,5,Todos,332
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2014,6,Todos,284
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2014,7,Todos,313
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2014,8,Todos,355
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2014,9,Todos,280
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2014,10,Todos,363
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2014,11,Todos,306
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2014,12,Todos,333
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2014,1,Todos,384
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2014,2,Todos,315
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2014,3,Todos,291
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2014,4,Todos,378
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2014,5,Todos,349
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2014,6,Todos,298
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2014,7,Todos,282
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2014,8,Todos,312
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2014,9,Todos,308
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2014,10,Todos,282
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2014,11,Todos,190
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2014,12,Todos,237
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Abuso sexual,11
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Amenazas,165
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Amenazas,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Daños,69
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Homicidios culposos,3
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Homicidios dolosos,3
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Homicidios dolosos - tentativa,2
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Hurto,91
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Hurto - tentativa,9
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Lesiones culposas,7
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Lesiones dolosas,89
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Lesiones dolosas - tentativa,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Otros,153
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Robo,201
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Robo - tentativa,22
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,1,Sin caratular,4
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,2,Abuso sexual,8
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,2,Amenazas,113
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,2,Daños,55
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,2,Daños - tentativa,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,2,Homicidios culposos,4
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,2,Homicidios dolosos,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,2,Homicidios dolosos - tentativa,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,2,Hurto,85
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,2,Hurto - tentativa,9
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,2,Lesiones culposas,8
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,2,Lesiones dolosas,63
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,2,Otros,176
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,2,Robo,123
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,2,Robo - tentativa,17
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,2,Sin caratular,3
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,3,Abuso sexual,7
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,3,Amenazas,101
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,3,Daños,48
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,3,Daños - tentativa,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,3,Homicidios culposos,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,3,Homicidios dolosos,5
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,3,Homicidios dolosos - tentativa,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,3,Hurto,63
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,3,Hurto - tentativa,3
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,3,Lesiones culposas,6
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,3,Lesiones dolosas,73
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,3,Otros,136
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,3,Robo,124
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,3,Robo - tentativa,27
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,3,Sin caratular,8
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,4,Abuso sexual,10
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,4,Amenazas,93
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,4,Amenazas,1
Chubut,26,556319,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2014,4,Daños,70
