provincia_nombre,provincia_id,provincia_poblacion,circunscripcion_judicial_nombre,unidad_judicial_nombre,institucion_nombre,variable_nombre,variable_anio,variable_mes,variable_delito,variable_cantidad
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con requerimiento de elevación a juicio,2013,10,Todos,48
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con requerimiento de elevación a juicio,2013,11,Todos,66
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con requerimiento de elevación a juicio,2013,12,Todos,74
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2013,1,Todos,9
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2013,2,Todos,24
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2013,3,Todos,34
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2013,4,Todos,40
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2013,5,Todos,30
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2013,6,Todos,36
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2013,7,Todos,50
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2013,8,Todos,45
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2013,9,Todos,33
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2013,10,Todos,33
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2013,11,Todos,31
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2013,12,Todos,47
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2013,1,Todos,3
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2013,2,Todos,5
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2013,3,Todos,5
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2013,4,Todos,7
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2013,5,Todos,13
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2013,6,Todos,14
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2013,7,Todos,6
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2013,8,Todos,15
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2013,9,Todos,10
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2013,10,Todos,5
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2013,11,Todos,16
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2013,12,Todos,18
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2013,3,Todos,2
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2013,4,Todos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2013,5,Todos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2013,6,Todos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2013,7,Todos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2013,8,Todos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2013,9,Todos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2013,10,Todos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2013,11,Todos,2
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2013,11,Todos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2013,5,Todos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2013,6,Todos,2
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2013,11,Todos,2
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2013,1,Todos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2013,2,Todos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2013,3,Todos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2013,4,Todos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2013,5,Todos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2013,6,Todos,2
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2013,7,Todos,4
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2013,8,Todos,4
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2013,9,Todos,10
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2013,10,Todos,6
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2013,11,Todos,3
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2013,12,Todos,10
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2013,1,Todos,937
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2013,2,Todos,735
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2013,3,Todos,841
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2013,4,Todos,823
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2013,5,Todos,839
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2013,6,Todos,566
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2013,7,Todos,788
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2013,8,Todos,480
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2013,9,Todos,644
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2013,10,Todos,670
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2013,11,Todos,501
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2013,12,Todos,736
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2013,1,Todos,365
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2013,2,Todos,303
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2013,3,Todos,313
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2013,4,Todos,408
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2013,5,Todos,316
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2013,6,Todos,270
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2013,7,Todos,341
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2013,8,Todos,230
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2013,9,Todos,248
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2013,10,Todos,342
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2013,11,Todos,300
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2013,12,Todos,299
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2013,1,Todos,572
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2013,2,Todos,432
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2013,3,Todos,528
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2013,4,Todos,415
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2013,5,Todos,523
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2013,6,Todos,296
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2013,7,Todos,447
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2013,8,Todos,250
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2013,9,Todos,396
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2013,10,Todos,328
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2013,11,Todos,201
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2013,12,Todos,437
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,1,Abuso sexual,8
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,1,Amenazas,115
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,1,Daños,115
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,1,Homicidios culposos,3
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,1,Homicidios dolosos,4
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,1,Homicidios dolosos - tentativa,4
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,1,Hurto,106
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,1,Hurto - tentativa,13
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,1,Lesiones culposas,12
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,1,Lesiones dolosas,108
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,1,Lesiones dolosas - tentativa,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,1,Otros,195
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,1,Robo,308
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,1,Robo - tentativa,35
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,1,Sin caratular,6
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,2,Abuso sexual,6
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,2,Amenazas,114
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,2,Daños,61
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,2,Homicidios dolosos,4
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,2,Homicidios dolosos - tentativa,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,2,Hurto,91
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,2,Hurto - tentativa,4
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,2,Lesiones culposas,9
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,2,Lesiones dolosas,83
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,2,Otros,149
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,2,Robo,240
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,2,Robo - tentativa,28
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,2,Sin caratular,8
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,3,Abuso sexual,13
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,3,Amenazas,139
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,3,Daños,84
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,3,Homicidios dolosos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,3,Homicidios dolosos - tentativa,2
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,3,Hurto,115
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,3,Hurto - tentativa,2
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,3,Lesiones culposas,8
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,3,Lesiones dolosas,84
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,3,Otros,181
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,3,Robo,271
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,3,Robo - tentativa,23
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,3,Sin caratular,2
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,4,Abuso sexual,12
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,4,Amenazas,142
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,4,Daños,91
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,4,Homicidios culposos,4
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,4,Homicidios dolosos,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,4,Homicidios dolosos - tentativa,1
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,4,Hurto,110
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,4,Hurto - tentativa,11
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,4,Lesiones culposas,11
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,4,Lesiones dolosas,94
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,4,Otros,226
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,4,Robo,200
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,4,Robo - tentativa,32
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,4,Sin caratular,4
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,5,Abuso sexual,13
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,5,Amenazas,118
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,5,Daños,86
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,5,Homicidios culposos,6
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,5,Homicidios dolosos,2
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,5,Homicidios dolosos - tentativa,2
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,5,Hurto,100
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,5,Hurto - tentativa,18
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,5,Lesiones culposas,6
Chubut,26,545656,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2013,5,Lesiones dolosas,72
